id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2610, Egyptian Lentil Soup, water, 3, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2931, Chicken in Garlic and Black Bean Sauce, soy sauce, 1, tablespoon, , 8.48, 0.7888, 1.3024, 0.0912, , , 
2931, Chicken in Garlic and Black Bean Sauce, white sugar, 1 1/2, teaspoons, , 24.381, 6.2987, 0.0, 0.0, , , 
2931, Chicken in Garlic and Black Bean Sauce, salt, 1, teaspoon, , -, -, -, -, , , 
2931, Chicken in Garlic and Black Bean Sauce, chicken breast half, 6, , skinless boneless sliced, -, -, -, -, , , 
2931, Chicken in Garlic and Black Bean Sauce, bean sprout, 1, cup, , -, -, -, -, , , 
2931, Chicken in Garlic and Black Bean Sauce, water, 1/4, cup, , 0.0, 0.0, 0.0, 0.0, , , 
2931, Chicken in Garlic and Black Bean Sauce, sauce, , , , -, -, -, -, , , 
2931, Chicken in Garlic and Black Bean Sauce, oyster sauce, 2, teaspoons, , 6.12, 1.3104, 0.162, 0.03, , , 
2931, Chicken in Garlic and Black Bean Sauce, white sugar, 1, teaspoon, , 24.381, 6.2987, 0.0, 0.0, , , 
2931, Chicken in Garlic and Black Bean Sauce, vegetable oil, 1, tablespoon, , 117.23200000000001, 0.0, 0.0, 13.6, , , 
2931, Chicken in Garlic and Black Bean Sauce, black bean sauce garlic, 3, tablespoons, , -, -, -, -, , , 
2931, Chicken in Garlic and Black Bean Sauce, garlic, 1, tablespoon, chopped, 12.665, 2.8101, 0.5406, 0.0425, , , 
2931, Chicken in Garlic and Black Bean Sauce, onion, 1, , sliced, 64.0, 14.944, 1.76, 0.16, , , 
2931, Chicken in Garlic and Black Bean Sauce, salt, 1/2, teaspoon, , -, -, -, -, , , 
2931, Chicken in Garlic and Black Bean Sauce, bell pepper, 1/2, , chopped, -, -, -, -, , , 
2931, Chicken in Garlic and Black Bean Sauce, cornstarch, 2, teaspoons, , 30.48, 7.3016, 0.0208, 0.004, , , 
2931, Chicken in Garlic and Black Bean Sauce, water, 1, tablespoon, , 0.0, 0.0, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2933, Chinese Clay Pot Chicken Rice, chicken breast, 1, , cut, 780.1798, 0.0, 94.5741, 41.9573, , , 
2933, Chinese Clay Pot Chicken Rice, chicken wing, 6, , cut, 5198.1747, 0.0, 476.8169, 349.7201, , , 
2933, Chinese Clay Pot Chicken Rice, dark soy sauce, 1, cup, , -, -, -, -, , , 
2933, Chinese Clay Pot Chicken Rice, sesame oil, 1, tablespoon, , 120.22399999999999, 0.0, 0.0, 13.6, , , 
2933, Chinese Clay Pot Chicken Rice, garlic, 8, cloves, smashed, 35.76, 7.9344, 1.5264, 0.12, , , 
2933, Chinese Clay Pot Chicken Rice, white pepper, , , ground, -, -, -, -, , , 
2933, Chinese Clay Pot Chicken Rice, lop chong, 2, links, , -, -, -, -, , , 
2933, Chinese Clay Pot Chicken Rice, shiitake mushroom, 6, , , -, -, -, -, , , 
2933, Chinese Clay Pot Chicken Rice, vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
2933, Chinese Clay Pot Chicken Rice, dark soy sauce, 1/2, cup, , -, -, -, -, , , 
2933, Chinese Clay Pot Chicken Rice, jasmine rice, 1 2/3, cups, , -, -, -, -, , , 
2933, Chinese Clay Pot Chicken Rice, chile paste, 5, tablespoons, , -, -, -, -, , , 
2933, Chinese Clay Pot Chicken Rice, ginger root, 2, tablespoons, grated, 9.6, 2.1324, 0.2184, 0.09, , , 
2933, Chinese Clay Pot Chicken Rice, lime juice, 2, tablespoons, , 7.5625, 2.5469999999999997, 0.127, 0.0212, , , 
2933, Chinese Clay Pot Chicken Rice, iceberg lettuce, 1, cup, shredded, 10.08, 2.1384, 0.648, 0.1008, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2937, Chinese Restaurant-Style Sesame Chicken, chicken breast half, 2, , skinless boneless, -, -, -, -, , , 
2937, Chinese Restaurant-Style Sesame Chicken, soy sauce, 1, tablespoon, , 8.48, 0.7888, 1.3024, 0.0912, , , 
2937, Chinese Restaurant-Style Sesame Chicken, maple syrup, 1, tablespoon, , 52.0, 13.408, 0.008, 0.012, , , 
2937, Chinese Restaurant-Style Sesame Chicken, sherry, 1, tablespoon, , -, -, -, -, , , 
2937, Chinese Restaurant-Style Sesame Chicken, ginger root, 1, teaspoon, chopped, 1.6, 0.3554, 0.0364, 0.015, , , 
2937, Chinese Restaurant-Style Sesame Chicken, chinese five spice powder, 1/2, teaspoon, , -, -, -, -, , , 
2937, Chinese Restaurant-Style Sesame Chicken, sesame seed, 2, tablespoons, , 171.0, 7.857, 5.343, 14.4, , , 
2937, Chinese Restaurant-Style Sesame Chicken, purpose flour, 3, tablespoons, , -, -, -, -, , , 
2937, Chinese Restaurant-Style Sesame Chicken, salt pepper, to taste, , , -, -, -, -, , , 
2937, Chinese Restaurant-Style Sesame Chicken, peanut oil, 1/2, teaspoon, , 19.89, 0.0, 0.0, 2.25, , , 
2937, Chinese Restaurant-Style Sesame Chicken, red leaf lettuce, 4, leaves, rinsed, 1.6640000000000001, 0.235, 0.1383, 0.0229, , , 
2937, Chinese Restaurant-Style Sesame Chicken, tomato, 1, , cut, 32.76, 7.0798, 1.6016, 0.364, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2934, Stir-Fried Chicken With Pineapple and Peppers, salt soy sauce, 1/4, cup, reduced, -, -, -, -, , , 
2934, Stir-Fried Chicken With Pineapple and Peppers, white wine vinegar, 2, tablespoons, , -, -, -, -, , , 
2934, Stir-Fried Chicken With Pineapple and Peppers, mirin asian wine, 2, tablespoons, sweetened, -, -, -, -, , , 
2934, Stir-Fried Chicken With Pineapple and Peppers, ginger root, 1, teaspoon, grated, 1.6, 0.3554, 0.0364, 0.015, , , 
2934, Stir-Fried Chicken With Pineapple and Peppers, garlic clove, 2, , crushed, -, -, -, -, , , 
2934, Stir-Fried Chicken With Pineapple and Peppers, cornstarch, 1, tablespoon, , 30.48, 7.3016, 0.0208, 0.004, , , 
2934, Stir-Fried Chicken With Pineapple and Peppers, oil, 2, tablespoons, , 224.25599999999997, 0.0, 0.0717, 25.4669, , , 
2934, Stir-Fried Chicken With Pineapple and Peppers, chicken breast, 1, pound, boneless skinless cut, 780.1798, 0.0, 94.5741, 41.9573, , , 
2934, Stir-Fried Chicken With Pineapple and Peppers, green onion, 6, , cut, -, -, -, -, , , 
2934, Stir-Fried Chicken With Pineapple and Peppers, pepper strip, 2, cups, , -, -, -, -, , , 
2934, Stir-Fried Chicken With Pineapple and Peppers, chunk pineapple juice, 1, can, , -, -, -, -, , , 
2934, Stir-Fried Chicken With Pineapple and Peppers, almond, 1/4, cup, sliced, 481.78, 0.0, 0.0, 54.5, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2935, Chinese Chicken Fried Rice I, sesame oil, 1/2, tablespoon, , 60.111999999999995, 0.0, 0.0, 6.8, , , 
2935, Chinese Chicken Fried Rice I, onion, 1, , , 64.0, 14.944, 1.76, 0.16, , , 
2935, Chinese Chicken Fried Rice I, chicken meat, 1 1/2, pounds, cooked cubed, 1510.4644, 0.0, 197.449, 73.8222, , , 
2935, Chinese Chicken Fried Rice I, soy sauce, 2, tablespoons, , 16.96, 1.5776, 2.6048, 0.1824, , , 
2935, Chinese Chicken Fried Rice I, carrot, 2, , diced, 59.04, 13.7952, 1.3392, 0.3456, , , 
2935, Chinese Chicken Fried Rice I, celery, 2, stalks, chopped, 20.48, 3.8016, 0.8832, 0.2176, , , 
2935, Chinese Chicken Fried Rice I, red bell pepper, 1, , diced, -, -, -, -, , , 
2935, Chinese Chicken Fried Rice I, pea pod, 3/4, cup halved, , -, -, -, -, , , 
2935, Chinese Chicken Fried Rice I, green bell pepper, 1/2, , diced, -, -, -, -, , , 
2935, Chinese Chicken Fried Rice I, white rice, 6, cups, cooked, 4051.5, 887.445, 79.143, 7.3260000000000005, , , 
2935, Chinese Chicken Fried Rice I, egg, 2, , , 143.0, 0.72, 12.56, 9.51, , , 
2935, Chinese Chicken Fried Rice I, soy sauce, 1/3, cup, , 16.96, 1.5776, 2.6048, 0.1824, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2938, Sweet and Sour Chicken I, pineapple chunk, 1, can, drained, 315.8921, 81.5442, 1.4693, 0.3673, , , 
2938, Sweet and Sour Chicken I, cornstarch, 1/4, cup, , 121.92, 29.2064, 0.0832, 0.016, , , 
2938, Sweet and Sour Chicken I, water, 1 3/4, cups, divided, 0.0, 0.0, 0.0, 0.0, , , 
2938, Sweet and Sour Chicken I, white sugar, 3/4, cup, , 580.5, 149.97, 0.0, 0.0, , , 
2938, Sweet and Sour Chicken I, white vinegar, 1/2, cup, distilled, 21.42, 0.0476, 0.0, 0.0, , , 
2938, Sweet and Sour Chicken I, orange food color, 2, drops, , -, -, -, -, , , 
2938, Sweet and Sour Chicken I, chicken breast half, 8, , skinless boneless cut, -, -, -, -, , , 
2938, Sweet and Sour Chicken I, self rising flour, 2 1/4, cups, , -, -, -, -, , , 
2938, Sweet and Sour Chicken I, vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
2938, Sweet and Sour Chicken I, cornstarch, 2, tablespoons, , 121.92, 29.2064, 0.0832, 0.016, , , 
2938, Sweet and Sour Chicken I, salt, 1/2, teaspoon, , -, -, -, -, , , 
2938, Sweet and Sour Chicken I, white pepper, 1/4, teaspoon, ground, 1.776, 0.4117, 0.0624, 0.0127, , , 
2938, Sweet and Sour Chicken I, egg, 1, , , 71.5, 0.36, 6.28, 4.755, , , 
2938, Sweet and Sour Chicken I, water, 1 1/2, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2938, Sweet and Sour Chicken I, vegetable oil, 1, quart, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
2938, Sweet and Sour Chicken I, green bell pepper, 2, , cut, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2940, Hunan Kung Pao, chicken breast half, 4, , skinless boneless cut, -, -, -, -, , , 
2940, Hunan Kung Pao, shrimp, 20, , peeled deveined, -, -, -, -, , , 
2940, Hunan Kung Pao, soy sauce, 4, teaspoons, , 11.235999999999999, 1.0452, 1.7257, 0.1208, , , 
2940, Hunan Kung Pao, rice wine, 4, teaspoons, , -, -, -, -, , , 
2940, Hunan Kung Pao, sesame oil, 2, teaspoons, , 79.56, 0.0, 0.0, 9.0, , , 
2940, Hunan Kung Pao, cornstarch, 1, tablespoon, , 30.48, 7.3016, 0.0208, 0.004, , , 
2940, Hunan Kung Pao, vegetable oil, 1/2, cup, divided, 939.58, 0.0, 0.0, 109.0, , , 
2940, Hunan Kung Pao, garlic, 4, cloves, minced, 17.88, 3.9672, 0.7632, 0.06, , , 
2940, Hunan Kung Pao, red chile pepper, 16, , cut, -, -, -, -, , , 
2940, Hunan Kung Pao, szechuan peppercorn, 2, teaspoons, , -, -, -, -, , , 
2940, Hunan Kung Pao, red bell pepper, 1, , sliced, -, -, -, -, , , 
2940, Hunan Kung Pao, green bell pepper, 1, , sliced, -, -, -, -, , , 
2940, Hunan Kung Pao, dark soy sauce, 1/4, cup, , -, -, -, -, , , 
2940, Hunan Kung Pao, rice wine, 2, tablespoons, , -, -, -, -, , , 
2940, Hunan Kung Pao, white sugar, 2, teaspoons, , 32.508, 8.3983, 0.0, 0.0, , , 
2940, Hunan Kung Pao, peanut, 1, cup, salted, 827.82, 23.5498, 37.668, 71.8904, , , 
2940, Hunan Kung Pao, green onion, 4, , cut, 76.68, 16.3016, 2.7548, 1.3348, , , 
2940, Hunan Kung Pao, sesame oil, 2, dashes, , 79.56, 0.0, 0.0, 9.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2941, Chinese Noodle Chicken, chicken breast, 4, , skinless boneless, 3120.7192, 0.0, 378.2965, 167.8294, , , 
2941, Chinese Noodle Chicken, vegetable oil, 1, tablespoon, , 117.23200000000001, 0.0, 0.0, 13.6, , , 
2941, Chinese Noodle Chicken, onion, 1/2, cup, sliced, 32.0, 7.472, 0.88, 0.08, , , 
2941, Chinese Noodle Chicken, broccoli floret, 2, cups, , -, -, -, -, , , 
2941, Chinese Noodle Chicken, carrot, 2, , julienned, 104.96, 24.5248, 2.3808, 0.6144, , , 
2941, Chinese Noodle Chicken, snow pea, 2, cups, , -, -, -, -, , , 
2941, Chinese Noodle Chicken, chinese noodle, 4, cups, , 1965.6, 482.10400000000004, 0.8959999999999999, 0.336, , , 
2941, Chinese Noodle Chicken, teriyaki sauce, 1/4, cup, , 64.08, 11.2032, 4.2696, 0.0144, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2942, Chicken with Green Peppers in Black Bean Sauce, sesame oil, 2, tablespoons, toasted, 240.44799999999998, 0.0, 0.0, 27.2, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, garlic clove, 4, cloves, peeled sliced, 302.6007, 0.0, 67.3202, 1.7, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, black bean sauce, 6, tablespoons, , 302.6007, 0.0, 67.3202, 1.7, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, salt, 1, teaspoon, , -, -, -, -, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, chicken breast half, 3/4, pound, skinless boneless cut, 302.6007, 0.0, 67.3202, 1.7, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, chicken bouillon, 1, cube, , 10.68, 0.7204, 0.6664, 0.5552, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, water, 1/2, cup, boiling, 0.0, 0.0, 0.0, 0.0, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, onion, 1, , peeled sliced, 60.0, 14.01, 1.65, 0.15, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, green onion, 1, bunch, chopped, -, -, -, -, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, green bell pepper, 2, , diced, 302.6007, 0.0, 67.3202, 1.7, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, dark soy sauce, 1 1/2, tablespoons, , 302.6007, 0.0, 67.3202, 1.7, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, black pepper, 1, teaspoon, , 5.773, 1.4708, 0.239, 0.075, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, cornstarch, 4, teaspoons, , 40.64, 9.7355, 0.0277, 0.0053, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, water, 3, tablespoons, , 0.0, 0.0, 0.0, 0.0, , , 
2942, Chicken with Green Peppers in Black Bean Sauce, cilantro, 4, tablespoons, chopped, 0.92, 0.1468, 0.0852, 0.0208, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2943, Pork Ribs and Lotus Root Soup, scallop, 4, , , 1251.2028, 57.6641, 218.6885, 8.8854, , , 
2943, Pork Ribs and Lotus Root Soup, pork spare rib, 1, pound, cut, 403.4676, 0.0, 89.7602, 2.2667, , , 
2943, Pork Ribs and Lotus Root Soup, lotus root, 3, , peeled cut, 62.9359, 14.6539, 2.2113, 0.085, , , 
2943, Pork Ribs and Lotus Root Soup, water, , , , -, -, -, -, , , 
2943, Pork Ribs and Lotus Root Soup, salt, to taste, , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2944, Hot and Sour Tofu Soup (Suan La Dofu Tang), vegetable broth, 4, cups, , 649.44, 105.288, 23.8128, 15.3504, , , 
2944, Hot and Sour Tofu Soup (Suan La Dofu Tang), silken tofu, 1, package, diced, 213.85, 6.37, 21.84, 11.375, , , 
2944, Hot and Sour Tofu Soup (Suan La Dofu Tang), green onion, 2, , chopped, 38.34, 8.1508, 1.3774, 0.6674, , , 
2944, Hot and Sour Tofu Soup (Suan La Dofu Tang), egg, 1, , beaten, 71.5, 0.36, 6.28, 4.755, , , 
2944, Hot and Sour Tofu Soup (Suan La Dofu Tang), portobello mushroom, 1, , halved sliced, -, -, -, -, , , 
2944, Hot and Sour Tofu Soup (Suan La Dofu Tang), cabbage, 2, cups, chopped, 44.5, 10.324000000000002, 2.2784, 0.17800000000000002, , , 
2944, Hot and Sour Tofu Soup (Suan La Dofu Tang), thai chile sauce, 1, tablespoon, , -, -, -, -, , , 
2944, Hot and Sour Tofu Soup (Suan La Dofu Tang), rice vinegar, 1, tablespoon, , -, -, -, -, , , 
2944, Hot and Sour Tofu Soup (Suan La Dofu Tang), soy sauce, 3, tablespoons, , 25.44, 2.3664, 3.9072, 0.2736, , , 
2944, Hot and Sour Tofu Soup (Suan La Dofu Tang), citric acid powder, 1, teaspoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2945, Wonton Soup With A Kick, chicken broth, 8, cups, , 624.96, 15.12, 89.1072, 20.9664, , , 
2945, Wonton Soup With A Kick, soy sauce, 3, tablespoons, , 25.44, 2.3664, 3.9072, 0.2736, , , 
2945, Wonton Soup With A Kick, sesame oil, 2, teaspoons, , 79.56, 0.0, 0.0, 9.0, , , 
2945, Wonton Soup With A Kick, rice wine vinegar, 2, teaspoons, , -, -, -, -, , , 
2945, Wonton Soup With A Kick, lemon juice, 2, teaspoons, , 2.2367, 0.7015, 0.0356, 0.0244, , , 
2945, Wonton Soup With A Kick, garlic, 2, teaspoons, minced, 8.344, 1.8514, 0.3562, 0.027999999999999997, , , 
2945, Wonton Soup With A Kick, salt, to taste, , , -, -, -, -, , , 
2945, Wonton Soup With A Kick, water, 8, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2945, Wonton Soup With A Kick, wonton, 20, , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2939, Hunan-Style Chicken, honey, 1, tablespoon, , -, -, -, -, , , 
2939, Hunan-Style Chicken, black peppercorn, 1, teaspoon, , -, -, -, -, , , 
2939, Hunan-Style Chicken, salt, 1/2, teaspoon, , -, -, -, -, , , 
2939, Hunan-Style Chicken, dark soy sauce, 2, tablespoons, , -, -, -, -, , , 
2939, Hunan-Style Chicken, sherry, 2, tablespoons, , -, -, -, -, , , 
2939, Hunan-Style Chicken, chicken thigh, 6, boneless, skinless cut, -, -, -, -, , , 
2939, Hunan-Style Chicken, vegetable oil, 3, tablespoons, , 351.69599999999997, 0.0, 0.0, 40.8, , , 
2939, Hunan-Style Chicken, ginger root, 1, tablespoon, minced, 4.8, 1.0662, 0.1092, 0.045, , , 
2939, Hunan-Style Chicken, garlic, 1, tablespoon, minced, 12.665, 2.8101, 0.5406, 0.0425, , , 
2939, Hunan-Style Chicken, red chile pepper, 1, tablespoon, crumbled, -, -, -, -, , , 
2939, Hunan-Style Chicken, green onion, 4, , chopped, 76.68, 16.3016, 2.7548, 1.3348, , , 
2939, Hunan-Style Chicken, bean sauce, 1, teaspoon, , 2.35, 0.14, 0.09, 0.16, , , 
2939, Hunan-Style Chicken, rice vinegar, 2, tablespoons, , -, -, -, -, , , 
2939, Hunan-Style Chicken, sesame oil, 1, teaspoon, , 39.78, 0.0, 0.0, 4.5, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2946, Chi Tan T'ang (Egg Drop Soup), chicken bouillon, 8, cubes, , 85.44, 5.7632, 5.3312, 4.4416, , , 
2946, Chi Tan T'ang (Egg Drop Soup), water, 6, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2946, Chi Tan T'ang (Egg Drop Soup), cornstarch, 2, tablespoons, , 60.96, 14.6032, 0.0416, 0.008, , , 
2946, Chi Tan T'ang (Egg Drop Soup), soy sauce, 2, tablespoons, , 16.96, 1.5776, 2.6048, 0.1824, , , 
2946, Chi Tan T'ang (Egg Drop Soup), white vinegar, 3, tablespoons, distilled, 8.046, 0.0179, 0.0, 0.0, , , 
2946, Chi Tan T'ang (Egg Drop Soup), green onion, 1, , minced, 19.17, 4.0754, 0.6887, 0.3337, , , 
2946, Chi Tan T'ang (Egg Drop Soup), egg, 3, , beaten, 214.5, 1.08, 18.84, 14.265, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2948, Whitney's Egg Flower Soup, chicken broth, 2, cups, , 156.24, 3.78, 22.2768, 5.2416, , , 
2948, Whitney's Egg Flower Soup, white pepper, to taste, , , 0.0, 0.0, 0.0, 0.0, , , 
2948, Whitney's Egg Flower Soup, sesame oil, 2, dashes, , -, -, -, -, , , 
2948, Whitney's Egg Flower Soup, egg, 1, , beaten, 71.5, 0.36, 6.28, 4.755, , , 
2948, Whitney's Egg Flower Soup, pea, 2, tablespoons, , 5.145, 0.9249, 0.34299999999999997, 0.0245, , , 
2948, Whitney's Egg Flower Soup, green onion, 1, , chopped, 19.17, 4.0754, 0.6887, 0.3337, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2949, Egg Drop Soup I, water, 4, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2949, Egg Drop Soup I, chicken bouillon, 4, cubes, , 42.72, 2.8816, 2.6656, 2.2208, , , 
2949, Egg Drop Soup I, egg, 2, , , 143.0, 0.72, 12.56, 9.51, , , 
2949, Egg Drop Soup I, parsley, 1, teaspoon, , 0.45, 0.0791, 0.0371, 0.0099, , , 
2949, Egg Drop Soup I, onion, 1, tablespoon, minced, 4.0, 0.934, 0.11, 0.01, , , 
2949, Egg Drop Soup I, cornstarch, 1, tablespoon, , 30.48, 7.3016, 0.0208, 0.004, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2951, One-Egg Egg Drop Soup, egg, 1, , , 71.5, 0.36, 6.28, 4.755, , , 
2951, One-Egg Egg Drop Soup, salt, 1/4, teaspoon, , -, -, -, -, , , 
2951, One-Egg Egg Drop Soup, tapioca flour, 2, tablespoons, , 68.02, 16.8511, 0.0361, 0.0038, , , 
2951, One-Egg Egg Drop Soup, water, 1/4, cup, , 0.0, 0.0, 0.0, 0.0, , , 
2951, One-Egg Egg Drop Soup, chicken broth, 4, cups, , 312.48, 7.56, 44.5536, 10.4832, , , 
2951, One-Egg Egg Drop Soup, ginger, 1/8, teaspoon, ground, 0.2, 0.0444, 0.0046, 0.0019, , , 
2951, One-Egg Egg Drop Soup, garlic, 1/8, teaspoon, minced, 0.5215, 0.1157, 0.0223, 0.0017, , , 
2951, One-Egg Egg Drop Soup, green onion, 2, tablespoons, chopped, 3.24, 0.6888, 0.1164, 0.0564, , , 
2951, One-Egg Egg Drop Soup, asian sesame oil, 1/4, teaspoon, toasted, -, -, -, -, , , 
2951, One-Egg Egg Drop Soup, white pepper, 1, pinch, , 0.444, 0.1029, 0.0156, 0.0032, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2953, Chinese Glass Noodle Soup, bean, 2, ounces, uncooked, 17.5767, 3.9519, 1.0376, 0.1247, , , 
2953, Chinese Glass Noodle Soup, chicken broth, 3, cans, , 283.65, 6.8625, 40.443000000000005, 9.516, , , 
2953, Chinese Glass Noodle Soup, clove garlic, 1, , minced, -, -, -, -, , , 
2953, Chinese Glass Noodle Soup, ginger root, 2, tablespoons, , 9.6, 2.1324, 0.2184, 0.09, , , 
2953, Chinese Glass Noodle Soup, lemongrass, 4 2-inch, pieces, minced, -, -, -, -, , , 
2953, Chinese Glass Noodle Soup, chicken breast half, 2, , skinless boneless cut, -, -, -, -, , , 
2953, Chinese Glass Noodle Soup, shrimp, 6, , peeled deveined, -, -, -, -, , , 
2953, Chinese Glass Noodle Soup, lime juice, 2, tablespoons, , 7.5625, 2.5469999999999997, 0.127, 0.0212, , , 
2953, Chinese Glass Noodle Soup, fish sauce, 2, tablespoons, , 12.6, 1.3104, 1.8216, 0.0036, , , 
2953, Chinese Glass Noodle Soup, jalapeno pepper, 1, , cut, 1.6312, 0.3656, 0.0512, 0.0208, , , 
2953, Chinese Glass Noodle Soup, cilantro, 1/4, cup, chopped, 0.92, 0.1468, 0.0852, 0.0208, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2950, Chinese Egg Soup, chicken broth, 4, cups, seasoned, 312.48, 7.56, 44.5536, 10.4832, , , 
2950, Chinese Egg Soup, green pea, 1/2, cup, , 58.725, 10.4762, 3.9295, 0.29, , , 
2950, Chinese Egg Soup, egg, 1, , beaten, 71.5, 0.36, 6.28, 4.755, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
