id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147200, Deep Fried Mozzarella Cheese Sticks, mozzarella cheese, 16, ounces, , 1469.6377, 123.4677, 61.5071, 81.0569, , , 
147583, Lemon-Rosemary Grilled Pork Tenderloin, mustard, 1, teaspoon, , 0.315, 0.0545, 0.0334, 0.0049, , , 
147583, Lemon-Rosemary Grilled Pork Tenderloin, lemon juice, 1/4, cup, , 13.42, 4.209, 0.2135, 0.1464, , , 
147583, Lemon-Rosemary Grilled Pork Tenderloin, olive oil, 1/4, cup, , 477.36, 0.0, 0.0, 54.0, , , 
147583, Lemon-Rosemary Grilled Pork Tenderloin, rosemary, 1, tablespoon, minced crushed, 2.227, 0.3519, 0.0563, 0.0996, , , 
147583, Lemon-Rosemary Grilled Pork Tenderloin, garlic clove, 1, , minced, 4.47, 0.9918, 0.1908, 0.015, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147587, Chocolate Waffle Cones or Bowls, egg, 3, , , 214.5, 1.08, 18.84, 14.265, , , 
147587, Chocolate Waffle Cones or Bowls, sugar, 3/4, cup, granulated, 239.85, 45.006, 7.5075, 3.7439999999999998, , , 
147587, Chocolate Waffle Cones or Bowls, butter, 1/2, cup, unsalted melted cooled, 684.0, 31.428, 21.372, 57.6, , , 
147587, Chocolate Waffle Cones or Bowls, vanilla extract, 2, tablespoons, , 74.88, 3.2889999999999997, 0.0156, 0.0156, , , 
147587, Chocolate Waffle Cones or Bowls, purpose flour, 1, cup, , -, -, -, -, , , 
147587, Chocolate Waffle Cones or Bowls, cocoa powder, 2, tablespoons, sifted, 24.624000000000002, 6.2532, 2.1168, 1.4796, , , 
147587, Chocolate Waffle Cones or Bowls, baking powder, 1, teaspoon, , 2.438, 1.2742, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147588, Grandma's Grape Jelly, grape, 3, , , -, -, -, -, , , 
147588, Grandma's Grape Jelly, sugar, 7, cups, , 5641.86, 1411.172, 0.0, 0.0, , , 
147588, Grandma's Grape Jelly, certo, 1/2, bottle, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147593, Ultimate Oatmeal Chocolate Chip Cookies, butter, 2/3, cup, softened, 912.0, 41.903999999999996, 28.496, 76.8, , , 
147593, Ultimate Oatmeal Chocolate Chip Cookies, brown sugar, 1, cup, , 836.0, 215.798, 0.264, 0.0, , , 
147593, Ultimate Oatmeal Chocolate Chip Cookies, egg, 1, , , 71.5, 0.36, 6.28, 4.755, , , 
147593, Ultimate Oatmeal Chocolate Chip Cookies, vanilla, 2, teaspoons, , 24.191999999999997, 1.0626, 0.005, 0.005, , , 
147593, Ultimate Oatmeal Chocolate Chip Cookies, oat, 1 1/2, 1/2, rolled, 346.86, 93.3702, 24.393, 9.9123, , , 
147593, Ultimate Oatmeal Chocolate Chip Cookies, purpose flour, 1, cup, , -, -, -, -, , , 
147593, Ultimate Oatmeal Chocolate Chip Cookies, baking powder, 1/2, teaspoon, , 1.219, 0.6371, 0.0, 0.0, , , 
147593, Ultimate Oatmeal Chocolate Chip Cookies, baking soda, 1/2, teaspoon, , 0.0, 0.0, 0.0, 0.0, , , 
147593, Ultimate Oatmeal Chocolate Chip Cookies, salt, 1/4, teaspoon, , -, -, -, -, , , 
147593, Ultimate Oatmeal Chocolate Chip Cookies, chocolate chip, 1 1/2, cups, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147594, Roasted Red Pepper Sauce, red pepper, 4, , chopped, 5.0, 1.1012, 0.2338, 0.055, , , 
147594, Roasted Red Pepper Sauce, garlic clove, 2, , minced, 8.94, 1.9836, 0.3816, 0.03, , , 
147594, Roasted Red Pepper Sauce, red onion, 1, , diced, -, -, -, -, , , 
147594, Roasted Red Pepper Sauce, cumin, 1, teaspoon, , 7.875, 0.929, 0.374, 0.4677, , , 
147594, Roasted Red Pepper Sauce, cilantro, 1, tablespoon, dried, 0.23, 0.0367, 0.0213, 0.0052, , , 
147594, Roasted Red Pepper Sauce, ginger, 1, teaspoon, minced, 1.6, 0.3554, 0.0364, 0.015, , , 
147594, Roasted Red Pepper Sauce, tomato paste, 2, tablespoons, , 26.24, 6.0512, 1.3824, 0.1504, , , 
147594, Roasted Red Pepper Sauce, tomato, 1, can, diced, 40.2099, 8.6898, 1.9658, 0.4468, , , 
147594, Roasted Red Pepper Sauce, wine vinegar, 1, tablespoon, , 2.8310000000000004, 0.0402, 0.006, 0.0, , , 
147594, Roasted Red Pepper Sauce, olive oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147591, Onion Mushroom Soup With Cheese Croutes, butter, 2, tablespoons, , 171.0, 7.857, 5.343, 14.4, , , 
147591, Onion Mushroom Soup With Cheese Croutes, onion, 5, cups, sliced, 320.0, 74.72, 8.8, 0.8, , , 
147591, Onion Mushroom Soup With Cheese Croutes, garlic, 1, , sliced, -, -, -, -, , , 
147591, Onion Mushroom Soup With Cheese Croutes, brown sugar, 2, teaspoons, , 22.8, 5.8854, 0.0072, 0.0, , , 
147591, Onion Mushroom Soup With Cheese Croutes, thyme, 1/4, teaspoon, dried, 0.20199999999999999, 0.0489, 0.0111, 0.0034, , , 
147591, Onion Mushroom Soup With Cheese Croutes, bay leaf, 1, , , -, -, -, -, , , 
147591, Onion Mushroom Soup With Cheese Croutes, mushroom, 2, cups, sliced, -, -, -, -, , , 
147591, Onion Mushroom Soup With Cheese Croutes, salt, 1/2, teaspoon, , -, -, -, -, , , 
147591, Onion Mushroom Soup With Cheese Croutes, pepper, 1/2, teaspoon, , 2.8865, 0.7354, 0.1195, 0.0375, , , 
147591, Onion Mushroom Soup With Cheese Croutes, sherry, 1/3, cup, , -, -, -, -, , , 
147591, Onion Mushroom Soup With Cheese Croutes, beef broth, 4, cups, sodium-reduced, 67.2, 0.384, 10.944, 2.112, , , 
147591, Onion Mushroom Soup With Cheese Croutes, cheese, 1, cup, shredded, 476.55, 3.159, 28.89, 38.799, , , 
147591, Onion Mushroom Soup With Cheese Croutes, baguette, 4, slices, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147589, Simple Mushroom Rolls, cream mushroom soup, 1, can, , 330.9145, 23.982, 5.9862, 23.982, , , 
147589, Simple Mushroom Rolls, white bread, 1, loaf, sliced, -, -, -, -, , , 
147589, Simple Mushroom Rolls, butter, 1/4, cup, melted, 342.0, 15.714, 10.686, 28.8, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147590, Orange Cranberry Pull-Apart Coffee Cake, sugar, 1/4, cup, granulated, 79.95, 15.002, 2.5025, 1.248, , , 
147590, Orange Cranberry Pull-Apart Coffee Cake, pecan, 1/4, cup, chopped, 71.5867, 13.415999999999999, 1.4733, 1.508, , , 
147590, Orange Cranberry Pull-Apart Coffee Cake, cranberry, 1/4, cup, dried, 12.65, 3.2918, 0.1265, 0.0358, , , 
147590, Orange Cranberry Pull-Apart Coffee Cake, butter, 2, tablespoons, melted, 171.0, 7.857, 5.343, 14.4, , , 
147590, Orange Cranberry Pull-Apart Coffee Cake, orange zest, 1, tablespoon, grated, -, -, -, -, , , 
147590, Orange Cranberry Pull-Apart Coffee Cake, buttermilk biscuit, 1, can, refrigerated, -, -, -, -, , , 
147590, Orange Cranberry Pull-Apart Coffee Cake, confectioner ' sugar, 1/4 - 1/3, cup, , -, -, -, -, , , 
147590, Orange Cranberry Pull-Apart Coffee Cake, orange juice, 1, tablespoon, , 6.975, 1.6119999999999999, 0.1085, 0.031, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147601, Spinach and Walnut Stir-fry, olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
147601, Spinach and Walnut Stir-fry, walnut, 1/2, cup, chopped, 963.56, 0.0, 0.0, 109.0, , , 
147601, Spinach and Walnut Stir-fry, onion, 1, , chopped, 28.0, 6.537999999999999, 0.77, 0.07, , , 
147601, Spinach and Walnut Stir-fry, spinach, 1, bag, washed trimmed, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147597, Glazed Pork Chops, pork chop, 6, , , 4926.019, 997.1787, 160.844, 32.1144, , , 
147597, Glazed Pork Chops, salt, 1/4, teaspoon, , -, -, -, -, , , 
147597, Glazed Pork Chops, pepper, 1/4, teaspoon, , 1.4432, 0.3677, 0.0597, 0.0187, , , 
147597, Glazed Pork Chops, cornstarch, , , , -, -, -, -, , , 
147597, Glazed Pork Chops, vegetable oil, , , , -, -, -, -, , , 
147597, Glazed Pork Chops, lemon, 6, , , 7.685, 2.4698, 0.2915, 0.0795, , , 
147597, Glazed Pork Chops, ketchup, 1/2, cup, , -, -, -, -, , , 
147597, Glazed Pork Chops, brown sugar, 2, tablespoons, , 68.4, 17.6562, 0.0216, 0.0, , , 
147597, Glazed Pork Chops, water, 1/2, cup, , 0.0, 0.0, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147598, One-Pot Rice and Pork Chops, parsley, 1/4, cup, chopped, 5.4, 0.9495, 0.4455, 0.1185, , , 
147598, One-Pot Rice and Pork Chops, garlic clove, 2, , minced, 8.94, 1.9836, 0.3816, 0.03, , , 
147598, One-Pot Rice and Pork Chops, cumin, 1, tablespoon, ground, 22.5, 2.6544, 1.0686, 1.3362, , , 
147598, One-Pot Rice and Pork Chops, salt, 1/2, teaspoon, , -, -, -, -, , , 
147598, One-Pot Rice and Pork Chops, black pepper, 1/2, teaspoon, ground, 2.8865, 0.7354, 0.1195, 0.0375, , , 
147598, One-Pot Rice and Pork Chops, cayenne pepper, 1/4, teaspoon, , 1.431, 0.2548, 0.054000000000000006, 0.0777, , , 
147598, One-Pot Rice and Pork Chops, pork loin chop, 4, , bone, 1613.8703, 0.0, 359.0408, 9.0667, , , 
147598, One-Pot Rice and Pork Chops, vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
147598, One-Pot Rice and Pork Chops, chicken stock, 2, cups, , 172.8, 16.944000000000003, 12.095999999999998, 5.76, , , 
147598, One-Pot Rice and Pork Chops, water, 1, cup, , 0.0, 0.0, 0.0, 0.0, , , 
147598, One-Pot Rice and Pork Chops, grain rice, 1 1/2, 1/2, , 1613.8703, 0.0, 359.0408, 9.0667, , , 
147598, One-Pot Rice and Pork Chops, corn kernel, 1, cup, , 184.71, 36.4767, 5.1042, 2.0022, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147596, Seafood Chili, cod, 1, lb, , 371.7342, 0.0, 80.7388, 3.0373, , , 
147596, Seafood Chili, butter, 1, tablespoon, , 85.5, 3.9285, 2.6715, 7.2, , , 
147596, Seafood Chili, onion, 1/2, cup, chopped, 32.0, 7.472, 0.88, 0.08, , , 
147596, Seafood Chili, celery, 1/2, cup, sliced, 8.08, 1.4999, 0.3484, 0.0859, , , 
147596, Seafood Chili, green pepper, 1/2, cup, diced sweet, 14.9, 3.4568, 0.6407, 0.1267, , , 
147596, Seafood Chili, garlic clove, 2, , smashed, -, -, -, -, , , 
147596, Seafood Chili, tomato, 1, can, , 40.2099, 8.6898, 1.9658, 0.4468, , , 
147596, Seafood Chili, red kidney bean, 1, can, , 910.3448, 164.9655, 67.2276, 0.6897, , , 
147596, Seafood Chili, cornstarch, 2, tablespoons, , 60.96, 14.6032, 0.0416, 0.008, , , 
147596, Seafood Chili, water, 1/4, cup, , 0.0, 0.0, 0.0, 0.0, , , 
147596, Seafood Chili, parsley, 2, tablespoons, , 2.736, 0.4811, 0.2257, 0.06, , , 
147596, Seafood Chili, chili powder, 1, teaspoon, , 7.614, 1.3419, 0.3634, 0.3856, , , 
147596, Seafood Chili, salt, 3/4, teaspoon, , -, -, -, -, , , 
147596, Seafood Chili, cayenne pepper, 1/8, teaspoon, , 0.7155, 0.1274, 0.027000000000000003, 0.0389, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147599, Roasted Apples With Bourbon Crème Anglaise, maple syrup, 1/2, cup, , 409.5, 105.588, 0.063, 0.0945, , , 
147599, Roasted Apples With Bourbon Crème Anglaise, orange, 1, tablespoon, grated rind, 5.2875, 1.3219, 0.1058, 0.0135, , , 
147599, Roasted Apples With Bourbon Crème Anglaise, orange juice, 1/2, cup, , 55.8, 12.895999999999999, 0.868, 0.248, , , 
147599, Roasted Apples With Bourbon Crème Anglaise, cranberry, 1/4, cup, dried, 12.65, 3.2918, 0.1265, 0.0358, , , 
147599, Roasted Apples With Bourbon Crème Anglaise, cinnamon, 1, teaspoon, , -, -, -, -, , , 
147599, Roasted Apples With Bourbon Crème Anglaise, apple, 6, , peeled cored, 390.0, 103.575, 1.95, 1.275, , , 
147599, Roasted Apples With Bourbon Crème Anglaise, pecan, 1/2, cup, toasted chopped, 143.1733, 26.831999999999997, 2.9467, 3.016, , , 
147599, Roasted Apples With Bourbon Crème Anglaise, egg yolk, 3, , , 164.22, 1.8309, 8.0886, 13.5354, , , 
147599, Roasted Apples With Bourbon Crème Anglaise, sugar, 1/4, cup, granulated, 79.95, 15.002, 2.5025, 1.248, , , 
147599, Roasted Apples With Bourbon Crème Anglaise, vanilla bean, 1/2, halved, , -, -, -, -, , , 
147599, Roasted Apples With Bourbon Crème Anglaise, whipping cream heavy, 1, cup, , 408.0, 3.2880000000000003, 3.408, 43.29600000000001, , , 
147599, Roasted Apples With Bourbon Crème Anglaise, bourbon, 2, tablespoons, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147602, Broiled Halibut, halibut steak, 4, , , 1613.8703, 0.0, 359.0408, 9.0667, , , 
147602, Broiled Halibut, soy sauce, 1/2, cup, , 67.575, 6.2857, 10.3785, 0.7268, , , 
147602, Broiled Halibut, sherry wine, 4 -5, tablespoons, , 1613.8703, 0.0, 359.0408, 9.0667, , , 
147602, Broiled Halibut, garlic clove, 1, , , 1613.8703, 0.0, 359.0408, 9.0667, , , 
147602, Broiled Halibut, ginger, 1/2, teaspoon, ground, 0.8, 0.1777, 0.0182, 0.0075, , , 
147602, Broiled Halibut, honey, 2, teaspoons, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147603, Kidney Bean Veggie Burgers, red kidney bean, 1 1/2, cups, canned rinsed drained, 910.8, 165.048, 67.2612, 0.69, , , 
147603, Kidney Bean Veggie Burgers, egg, 1, , , 71.5, 0.36, 6.28, 4.755, , , 
147603, Kidney Bean Veggie Burgers, cheddar cheese, 1/4, cup, shredded low fat, -, -, -, -, , , 
147603, Kidney Bean Veggie Burgers, fine white bread crumb, 2/3, cup, , -, -, -, -, , , 
147603, Kidney Bean Veggie Burgers, garlic powder, 1, teaspoon, , 10.261, 2.2546, 0.5131, 0.0226, , , 
147603, Kidney Bean Veggie Burgers, chipotle pepper, 1/4, teaspoon, powdered, -, -, -, -, , , 
147603, Kidney Bean Veggie Burgers, salt, , , , -, -, -, -, , , 
147603, Kidney Bean Veggie Burgers, dill, 1/2, teaspoon, , 3.2025, 0.5793, 0.1678, 0.1527, , , 
147603, Kidney Bean Veggie Burgers, cumin, 1/2, teaspoon, , 3.9375, 0.4645, 0.187, 0.2338, , , 
147603, Kidney Bean Veggie Burgers, white onion, 1/4, , minced, 16.0, 3.736, 0.44, 0.04, , , 
147603, Kidney Bean Veggie Burgers, mushroom, 4, , chopped, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147592, Creton à Maman (My Mom's Recipe), pork, 1, lb, ground, 1705.536, 0.0, 63.0958, 159.0775, , , 
147592, Creton à Maman (My Mom's Recipe), milk, 1 - 1 1/2, 1/2, , 0.0, 0.0, 0.0, 0.0, , , 
147592, Creton à Maman (My Mom's Recipe), onion, 1, , chopped, 44.0, 10.274000000000001, 1.21, 0.11, , , 
147592, Creton à Maman (My Mom's Recipe), chive, 1 -2, tablespoon, chopped, 0.0, 0.0, 0.0, 0.0, , , 
147592, Creton à Maman (My Mom's Recipe), salt, 1/2, teaspoon, , -, -, -, -, , , 
147592, Creton à Maman (My Mom's Recipe), pepper, 1, teaspoon, , 5.773, 1.4708, 0.239, 0.075, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147595, Lemony Sugar Snaps, sugar snap pea, 1 1/2, 1/2, , -, -, -, -, , , 
147595, Lemony Sugar Snaps, olive oil, 2, teaspoons, , 79.56, 0.0, 0.0, 9.0, , , 
147595, Lemony Sugar Snaps, shallot, 3, , sliced, 345.6, 80.64, 12.0, 0.48, , , 
147595, Lemony Sugar Snaps, garlic, 1, clove, smashed, 4.47, 0.9918, 0.1908, 0.015, , , 
147595, Lemony Sugar Snaps, lemon zest, 1, tablespoon, grated, -, -, -, -, , , 
147595, Lemony Sugar Snaps, salt, 3/4, teaspoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147604, Our Spaghetti Sauce, beef, 3, , ground lean, 1591.2036, 0.0, 313.7527, 36.5841, , , 
147604, Our Spaghetti Sauce, italian sausage, 1, lb, , 1569.4315, 2.9484, 64.637, 142.1107, , , 
147604, Our Spaghetti Sauce, onion, 3, , chopped, 132.0, 30.822, 3.63, 0.33, , , 
147604, Our Spaghetti Sauce, garlic clove, 5, , crushed, -, -, -, -, , , 
147604, Our Spaghetti Sauce, celery, 2, stalks, chopped, 20.48, 3.8016, 0.8832, 0.2176, , , 
147604, Our Spaghetti Sauce, green pepper, 1, , chopped, 29.8, 6.9136, 1.2814, 0.2533, , , 
147604, Our Spaghetti Sauce, carrot, 1, , chopped, 52.48, 12.2624, 1.1904, 0.3072, , , 
147604, Our Spaghetti Sauce, salt, 1, teaspoon, , -, -, -, -, , , 
147604, Our Spaghetti Sauce, pepper, 1/2, teaspoon, , 2.8865, 0.7354, 0.1195, 0.0375, , , 
147604, Our Spaghetti Sauce, tomato soup, 1, can, , 165.2924, 34.491, 3.012, 1.506, , , 
147604, Our Spaghetti Sauce, consomme, 1, can, , 34.1, 0.992, 7.812, 0.0, , , 
147604, Our Spaghetti Sauce, tomato paste, 2, cans, , 278.8, 64.294, 14.687999999999999, 1.598, , , 
147604, Our Spaghetti Sauce, tomato, 3, cans, cubed, 348.3058, 79.3484, 17.8507, 3.0477, , , 
147604, Our Spaghetti Sauce, tomato juice, 1, can, , 61.934, 12.8604, 3.0967, 1.0565, , , 
147604, Our Spaghetti Sauce, tomato sauce, 2, cans, , -, -, -, -, , , 
147604, Our Spaghetti Sauce, parsley, 2, tablespoons, chopped, 2.736, 0.4811, 0.2257, 0.06, , , 
147604, Our Spaghetti Sauce, basil, 2, tablespoons, chopped, 1.219, 0.1404, 0.16699999999999998, 0.0339, , , 
147604, Our Spaghetti Sauce, oregano, 1, teaspoon, , 2.65, 0.6892, 0.09, 0.0428, , , 
147604, Our Spaghetti Sauce, italian seasoning, 2, teaspoons, , -, -, -, -, , , 
147604, Our Spaghetti Sauce, cayenne, 1/2, teaspoon, , 2.862, 0.5097, 0.1081, 0.1554, , , 
147604, Our Spaghetti Sauce, sage, 1/2, teaspoon, , -, -, -, -, , , 
147604, Our Spaghetti Sauce, bay leaf, 2, , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147605, Best Buttertarts, pie pastry dough, 30, inches, , -, -, -, -, , , 
147605, Best Buttertarts, butter, 12, ounces, melted, 1939.14, 89.0984, 60.5896, 163.296, , , 
147605, Best Buttertarts, dark brown sugar, 3, cups, , -, -, -, -, , , 
147605, Best Buttertarts, golden syrup, 2, cups, , -, -, -, -, , , 
147605, Best Buttertarts, honey, 1, cup, , -, -, -, -, , , 
147605, Best Buttertarts, egg, 5, , , 357.5, 1.8, 31.4, 23.775, , , 
147605, Best Buttertarts, egg yolk, 2, , , 109.48, 1.2206, 5.3924, 9.0236, , , 
147605, Best Buttertarts, vanilla, 3, tablespoons, , 112.32, 4.9335, 0.0234, 0.0234, , , 
147605, Best Buttertarts, lemon juice, 1 1/2, 1/2, , 5.0325, 1.5784, 0.0801, 0.0549, , , 
147605, Best Buttertarts, kosher salt, 1 1/2, 1/2, , -, -, -, -, , , 
147605, Best Buttertarts, lemon, 1 1/2, 1/2, rind, 1.9212, 0.6174, 0.0729, 0.0199, , , 
147605, Best Buttertarts, nutmeg, 1/4, teaspoon, , 2.8875, 0.2711, 0.0321, 0.1997, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147609, A Different Tiramisu, ricotta cheese, 1 1/4, 1/4, , 539.4, 9.424, 34.906, 40.238, , , 
147609, A Different Tiramisu, icing sugar, 1, cup, , -, -, -, -, , , 
147609, A Different Tiramisu, cream, 1/4, cup, sour fat free, 198.0, 3.99, 2.178, 20.808000000000003, , , 
147609, A Different Tiramisu, coffee liqueur, 1/4, cup, , -, -, -, -, , , 
147609, A Different Tiramisu, jellied cranberry sauce, 1, can, jellied, 671.6642, 170.4768, 4.4078, 0.1679, , , 
147609, A Different Tiramisu, shortbread cooky, 2 2/3, cups, crushed, -, -, -, -, , , 
147609, A Different Tiramisu, chocolate, 1/4, cup, grated, 35.235, 5.752999999999999, 1.2515, 0.8748, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147606, Fall off the Bone Ribs in Barbecue Sauce, pork back rib, 3, lb, , 1210.4027, 0.0, 269.2806, 6.8, , , 
147606, Fall off the Bone Ribs in Barbecue Sauce, cajun seasoning, 4, teaspoons, , 1210.4027, 0.0, 269.2806, 6.8, , , 
147606, Fall off the Bone Ribs in Barbecue Sauce, salt, 1/2, teaspoon, , -, -, -, -, , , 
147606, Fall off the Bone Ribs in Barbecue Sauce, black pepper, 1/2, teaspoon, , 2.8865, 0.7354, 0.1195, 0.0375, , , 
147606, Fall off the Bone Ribs in Barbecue Sauce, ketchup, 2, cups, , 1210.4027, 0.0, 269.2806, 6.8, , , 
147606, Fall off the Bone Ribs in Barbecue Sauce, red wine vinegar, 1/2, cup, , 22.705, 0.3226, 0.0478, 0.0, , , 
147606, Fall off the Bone Ribs in Barbecue Sauce, sugar, 2, tablespoons, granulated, 39.975, 7.501, 1.2512, 0.624, , , 
147606, Fall off the Bone Ribs in Barbecue Sauce, worcestershire sauce, 2, tablespoons, , 26.52, 6.6164, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147607, Quiche a La Chance, pie shell, 1, , , -, -, -, -, , , 
147607, Quiche a La Chance, bacon, 2, slices, , 233.52, 0.7168, 7.0672, 22.2264, , , 
147607, Quiche a La Chance, egg, 2, , , 143.0, 0.72, 12.56, 9.51, , , 
147607, Quiche a La Chance, milk, 1, cup, low-fat, 552.0, 13.296, 5.496, 57.216, , , 
147607, Quiche a La Chance, onion, 1/4, cup, chopped, 16.0, 3.736, 0.44, 0.04, , , 
147607, Quiche a La Chance, red pepper, 1/4, cup, chopped sweet, 15.0, 3.3038, 0.7012, 0.165, , , 
147607, Quiche a La Chance, tomato, 1, , chopped, 16.38, 3.5399, 0.8008, 0.182, , , 
147607, Quiche a La Chance, pepper, 1/8, teaspoon, , 0.7216, 0.1839, 0.0299, 0.0094, , , 
147607, Quiche a La Chance, salt, 1, pinch, , -, -, -, -, , , 
147607, Quiche a La Chance, parsley, 1/4, teaspoon, , 0.1125, 0.0198, 0.0093, 0.0025, , , 
